"Data","Produto","Quantidade","Custo","Valor","Cliente","Endereco","Pagamento","Modalidade","Total","Liquido"
2021-09-08,"Produto 7",4,28,32,"Cliente 4","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",128,16
2021-09-09,"Produto 3",1,25,29,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",29,4
2021-09-10,"Produto 4",1,14,1,"Cliente 8","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",1,-13
2021-09-11,"Produto 6",3,22,37,"Cliente 7","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Local",111,45
2021-09-12,"Produto 4",5,22,37,"Cliente 3","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Retirada",185,75
2021-09-13,"Produto 1",3,8,1,"Cliente 7","Janga, Paulista - PE
, Brazil","Credito","Retirada",3,-21
2021-09-14,"Produto 2",4,7,1,"Cliente 4","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",4,-24
2021-09-15,"Produto 3",4,9,32,"Cliente 8","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",128,92
2021-09-16,"Produto 9",5,23,32,"Cliente 4","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",160,45
2021-09-17,"Produto 8",2,22,7,"Cliente 9","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",14,-30
2021-09-18,"Produto 4",1,8,39,"Cliente 7","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",39,31
2021-09-19,"Produto 7",1,23,32,"Cliente 7","Janga, Paulista - PE
, Brazil","Credito","Retirada",32,9
2021-09-20,"Produto 3",3,9,1,"Cliente 8","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Delivery",3,-24
2021-09-21,"Produto 9",4,9,37,"Cliente 9","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Local",148,112
2021-09-22,"Produto 5",5,25,30,"Cliente 4","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",150,25
2021-09-23,"Produto 10",2,28,32,"Cliente 5","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",64,8
2021-09-24,"Produto 1",3,25,32,"Cliente 5","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Retirada",96,21
2021-09-25,"Produto 6",1,14,29,"Cliente 8","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",29,15
2021-09-26,"Produto 8",2,22,36,"Cliente 6","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",72,28
2021-09-27,"Produto 2",3,15,29,"Cliente 2","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",87,42
2021-09-28,"Produto 5",2,14,37,"Cliente 10","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",74,46
2021-09-29,"Produto 3",3,5,30,"Cliente 6","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Retirada",90,75
2021-09-30,"Produto 10",1,7,11,"Cliente 6","Pau Amarelo, Paulista - PE
, Brazil","Debito","Delivery",11,4
2021-10-01,"Produto 7",1,22,30,"Cliente 2","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Retirada",30,8
2021-10-02,"Produto 6",5,25,32,"Cliente 3","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Delivery",160,35
2021-10-03,"Produto 9",1,7,32,"Cliente 4","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Local",32,25
2021-10-04,"Produto 9",2,15,39,"Cliente 3","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",78,48
2021-10-05,"Produto 1",3,7,7,"Cliente 8","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Local",21,0
2021-10-06,"Produto 1",5,9,39,"Cliente 8","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",195,150
2021-10-07,"Produto 4",5,8,1,"Cliente 9","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",5,-35
2021-10-08,"Produto 6",2,23,29,"Cliente 10","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",58,12
2021-10-09,"Produto 9",2,25,14,"Cliente 1","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Delivery",28,-22
2021-10-10,"Produto 9",2,14,7,"Cliente 4","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",14,-14
2021-10-11,"Produto 1",1,5,7,"Cliente 6","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",7,2
2021-10-12,"Produto 6",4,15,29,"Cliente 6","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Delivery",116,56
2021-10-13,"Produto 1",1,22,37,"Cliente 5","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Delivery",37,15
2021-10-14,"Produto 9",3,28,30,"Cliente 5","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Local",90,6
2021-10-15,"Produto 7",5,23,14,"Cliente 2","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",70,-45
2021-10-16,"Produto 4",1,5,1,"Cliente 2","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",1,-4
2021-10-17,"Produto 10",3,7,39,"Cliente 5","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",117,96
2021-10-18,"Produto 3",2,28,37,"Cliente 8","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",74,18
2021-10-19,"Produto 3",1,14,39,"Cliente 2","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",39,25
2021-10-20,"Produto 3",2,14,29,"Cliente 9","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",58,30
2021-10-21,"Produto 1",2,14,1,"Cliente 3","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Retirada",2,-26
2021-10-22,"Produto 3",1,25,36,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",36,11
2021-10-23,"Produto 2",1,22,36,"Cliente 3","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Retirada",36,14
2021-10-24,"Produto 10",5,25,11,"Cliente 4","Janga, Paulista - PE
, Brazil","Credito","Local",55,-70
2021-10-25,"Produto 1",1,23,11,"Cliente 4","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",11,-12
2021-10-26,"Produto 1",1,8,37,"Cliente 4","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",37,29
2021-10-27,"Produto 7",3,28,14,"Cliente 10","Janga, Paulista - PE
, Brazil","Credito","Delivery",42,-42
2021-10-28,"Produto 8",4,14,36,"Cliente 10","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Local",144,88
2021-10-29,"Produto 10",2,7,39,"Cliente 4","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Retirada",78,64
2021-10-30,"Produto 4",1,23,32,"Cliente 6","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",32,9
2021-10-31,"Produto 2",2,23,36,"Cliente 7","Janga, Paulista - PE
, Brazil","Dinheiro","Local",72,26
2021-11-01,"Produto 1",3,15,11,"Cliente 9","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Delivery",33,-12
2021-11-02,"Produto 10",1,7,30,"Cliente 5","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Delivery",30,23
2021-11-03,"Produto 10",3,5,36,"Cliente 6","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",108,93
2021-11-04,"Produto 6",3,14,32,"Cliente 3","Pau Amarelo, Paulista - PE
, Brazil","Debito","Local",96,54
2021-11-05,"Produto 7",5,7,14,"Cliente 8","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Delivery",70,35
2021-11-06,"Produto 7",1,25,11,"Cliente 6","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",11,-14
2021-11-07,"Produto 6",3,25,29,"Cliente 7","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Local",87,12
2021-11-08,"Produto 7",1,14,32,"Cliente 8","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",32,18
2021-11-09,"Produto 2",3,22,7,"Cliente 2","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",21,-45
2021-11-10,"Produto 2",1,7,39,"Cliente 6","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",39,32
2021-11-11,"Produto 7",3,25,1,"Cliente 1","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Local",3,-72
2021-11-12,"Produto 6",2,25,29,"Cliente 6","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Local",58,8
2021-11-13,"Produto 7",2,8,30,"Cliente 6","Pau Amarelo, Paulista - PE
, Brazil","Debito","Local",60,44
2021-11-14,"Produto 5",3,15,30,"Cliente 3","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Delivery",90,45
2021-11-15,"Produto 8",3,5,14,"Cliente 5","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",42,27
2021-11-16,"Produto 2",1,23,32,"Cliente 4","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",32,9
2021-11-17,"Produto 7",1,7,1,"Cliente 6","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Delivery",1,-6
2021-11-18,"Produto 9",3,25,37,"Cliente 1","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",111,36
2021-11-19,"Produto 6",1,15,37,"Cliente 2","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",37,22
2021-11-20,"Produto 8",1,23,29,"Cliente 6","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Delivery",29,6
2021-11-21,"Produto 3",3,22,7,"Cliente 2","Janga, Paulista - PE
, Brazil","Credito","Delivery",21,-45
2021-11-22,"Produto 5",3,15,14,"Cliente 3","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",42,-3
2021-11-23,"Produto 5",1,15,11,"Cliente 6","Janga, Paulista - PE
, Brazil","Dinheiro","Local",11,-4
2021-11-24,"Produto 4",4,25,7,"Cliente 10","Janga, Paulista - PE
, Brazil","Debito","Retirada",28,-72
2021-11-25,"Produto 5",1,5,37,"Cliente 1","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Local",37,32
2021-11-26,"Produto 4",3,15,39,"Cliente 6","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Delivery",117,72
2021-11-27,"Produto 8",1,5,14,"Cliente 7","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",14,9
2021-11-28,"Produto 9",2,23,32,"Cliente 8","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Retirada",64,18
2021-11-29,"Produto 6",5,28,1,"Cliente 5","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Delivery",5,-135
2021-11-30,"Produto 2",2,23,30,"Cliente 1","Pau Amarelo, Paulista - PE
, Brazil","Credito","Delivery",60,14
2021-12-01,"Produto 7",1,14,29,"Cliente 1","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",29,15
2021-12-02,"Produto 8",2,23,1,"Cliente 5","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",2,-44
2021-12-03,"Produto 5",3,7,7,"Cliente 10","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",21,0
2021-12-04,"Produto 5",2,22,11,"Cliente 3","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Delivery",22,-22
2021-12-05,"Produto 9",3,22,32,"Cliente 6","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Local",96,30
2021-12-06,"Produto 9",3,14,30,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",90,48
2021-12-07,"Produto 4",3,5,1,"Cliente 8","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",3,-12
2021-12-08,"Produto 7",3,25,36,"Cliente 2","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",108,33
2021-12-09,"Produto 1",1,28,37,"Cliente 4","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",37,9
2021-12-10,"Produto 3",2,25,39,"Cliente 1","Pau Amarelo, Paulista - PE
, Brazil","Credito","Local",78,28
2021-12-11,"Produto 10",3,7,39,"Cliente 10","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",117,96
2021-12-12,"Produto 2",1,8,30,"Cliente 2","Janga, Paulista - PE
, Brazil","Debito","Retirada",30,22
2021-12-13,"Produto 7",1,25,14,"Cliente 2","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Retirada",14,-11
2021-12-14,"Produto 7",2,15,7,"Cliente 6","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",14,-16
2021-12-15,"Produto 10",1,5,11,"Cliente 10","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",11,6
2021-12-16,"Produto 1",4,5,37,"Cliente 8","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Delivery",148,128
2021-12-17,"Produto 5",3,8,36,"Cliente 4","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Retirada",108,84
2021-12-18,"Produto 2",3,15,30,"Cliente 2","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Local",90,45
2021-12-19,"Produto 10",3,5,37,"Cliente 9","Janga, Paulista - PE
, Brazil","Debito","Retirada",111,96
2021-12-20,"Produto 7",2,28,32,"Cliente 3","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Delivery",64,8
2021-12-21,"Produto 6",2,5,39,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",78,68
2021-12-22,"Produto 10",4,22,36,"Cliente 4","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",144,56
2021-12-23,"Produto 8",2,14,39,"Cliente 1","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",78,50
2021-12-24,"Produto 8",3,8,30,"Cliente 10","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",90,66
2021-12-25,"Produto 1",4,15,1,"Cliente 4","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",4,-56
2021-12-26,"Produto 6",1,5,37,"Cliente 4","Janga, Paulista - PE
, Brazil","Debito","Local",37,32
2021-12-27,"Produto 6",3,7,14,"Cliente 9","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",42,21
2021-12-28,"Produto 10",5,8,37,"Cliente 4","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",185,145
2021-12-29,"Produto 4",1,28,11,"Cliente 3","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",11,-17
2021-12-30,"Produto 4",3,7,30,"Cliente 9","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",90,69
2021-12-31,"Produto 7",2,22,7,"Cliente 2","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Retirada",14,-30
2022-01-01,"Produto 9",4,22,1,"Cliente 9","Janga, Paulista - PE
, Brazil","Credito","Retirada",4,-84
2021-01-02,"Produto 4",3,9,29,"Cliente 3","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",87,60
2021-01-03,"Produto 9",5,7,37,"Cliente 4","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",185,150
2021-01-04,"Produto 3",5,25,29,"Cliente 10","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Retirada",145,20
2021-01-05,"Produto 1",4,14,37,"Cliente 1","Pau Amarelo, Paulista - PE
, Brazil","Credito","Retirada",148,92
2021-01-06,"Produto 3",1,23,32,"Cliente 7","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",32,9
2021-01-07,"Produto 2",3,15,37,"Cliente 6","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Delivery",111,66
2021-01-08,"Produto 2",5,7,14,"Cliente 9","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Local",70,35
2021-01-09,"Produto 1",1,15,32,"Cliente 5","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",32,17
2021-01-10,"Produto 1",2,25,36,"Cliente 8","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Delivery",72,22
2021-01-11,"Produto 4",2,8,7,"Cliente 4","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Delivery",14,-2
2021-01-12,"Produto 10",1,7,11,"Cliente 4","Pau Amarelo, Paulista - PE
, Brazil","Credito","Local",11,4
2021-01-13,"Produto 4",3,15,36,"Cliente 3","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",108,63
2021-01-14,"Produto 5",5,25,32,"Cliente 4","Janga, Paulista - PE
, Brazil","Credito","Retirada",160,35
2021-01-15,"Produto 2",3,5,36,"Cliente 9","Janga, Paulista - PE
, Brazil","Credito","Retirada",108,93
2021-01-16,"Produto 5",3,22,36,"Cliente 4","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Local",108,42
2021-01-17,"Produto 10",2,23,36,"Cliente 7","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Retirada",72,26
2021-01-18,"Produto 3",2,5,11,"Cliente 9","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",22,12
2021-01-19,"Produto 4",1,7,30,"Cliente 4","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",30,23
2021-01-20,"Produto 7",3,14,7,"Cliente 6","Pau Amarelo, Paulista - PE
, Brazil","Debito","Retirada",21,-21
2021-01-21,"Produto 8",3,14,36,"Cliente 10","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",108,66
2021-01-22,"Produto 9",1,28,14,"Cliente 2","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",14,-14
2021-01-23,"Produto 2",1,22,29,"Cliente 3","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Retirada",29,7
2021-01-24,"Produto 6",4,5,1,"Cliente 8","Pau Amarelo, Paulista - PE
, Brazil","Credito","Local",4,-16
2021-01-25,"Produto 4",3,8,1,"Cliente 9","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",3,-21
2021-01-26,"Produto 3",1,15,1,"Cliente 9","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Delivery",1,-14
2021-01-27,"Produto 9",3,7,32,"Cliente 9","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Delivery",96,75
2021-01-28,"Produto 10",5,22,30,"Cliente 2","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Retirada",150,40
2021-01-29,"Produto 2",2,14,37,"Cliente 5","Janga, Paulista - PE
, Brazil","Debito","Delivery",74,46
2021-01-30,"Produto 2",3,28,36,"Cliente 8","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Delivery",108,24
2021-01-31,"Produto 9",2,22,30,"Cliente 3","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",60,16
2021-02-01,"Produto 3",3,8,11,"Cliente 9","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Retirada",33,9
2021-02-02,"Produto 6",1,28,39,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",39,11
2021-02-03,"Produto 3",1,23,7,"Cliente 5","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",7,-16
2021-02-04,"Produto 9",2,14,11,"Cliente 7","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",22,-6
2021-02-05,"Produto 5",1,7,7,"Cliente 2","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",7,0
2021-02-06,"Produto 10",3,15,14,"Cliente 2","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Local",42,-3
2021-02-07,"Produto 4",2,15,36,"Cliente 8","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Local",72,42
2021-02-08,"Produto 4",4,28,14,"Cliente 6","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Delivery",56,-56
2021-02-09,"Produto 3",4,7,39,"Cliente 10","Janga, Paulista - PE
, Brazil","Debito","Local",156,128
2021-02-10,"Produto 8",3,23,11,"Cliente 3","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Retirada",33,-36
2021-02-11,"Produto 6",3,7,32,"Cliente 7","Janga, Paulista - PE
, Brazil","Debito","Retirada",96,75
2021-02-12,"Produto 7",3,14,1,"Cliente 1","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",3,-39
2021-02-13,"Produto 2",3,25,29,"Cliente 6","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Delivery",87,12
2021-02-14,"Produto 7",3,9,11,"Cliente 3","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",33,6
2021-02-15,"Produto 3",1,8,14,"Cliente 7","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Retirada",14,6
2021-02-16,"Produto 5",5,9,11,"Cliente 4","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Retirada",55,10
2021-02-17,"Produto 8",3,8,30,"Cliente 8","Pau Amarelo, Paulista - PE
, Brazil","Credito","Delivery",90,66
2021-02-18,"Produto 1",3,8,30,"Cliente 3","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",90,66
2021-02-19,"Produto 1",3,8,36,"Cliente 3","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",108,84
2021-02-20,"Produto 2",3,28,11,"Cliente 7","Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",33,-51
2021-02-21,"Produto 1",5,5,11,"Cliente 1","Pau Amarelo, Paulista - PE
, Brazil","Debito","Delivery",55,30
2021-02-22,"Produto 4",3,28,11,"Cliente 8","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",33,-51
2021-02-23,"Produto 4",1,14,36,"Cliente 4","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",36,22
2021-02-24,"Produto 4",3,28,32,"Cliente 3","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Delivery",96,12
2021-02-25,"Produto 8",5,28,1,"Cliente 3","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Delivery",5,-135
2021-02-26,"Produto 7",2,23,30,"Cliente 9","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",60,14
2021-02-27,"Produto 9",4,7,1,"Cliente 2","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Retirada",4,-24
2021-02-28,"Produto 10",3,9,32,"Cliente 4","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",96,69
2021-03-01,"Produto 9",3,22,30,"Cliente 6","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",90,24
2021-03-02,"Produto 4",2,28,32,"Cliente 5","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",64,8
2021-03-03,"Produto 3",1,28,39,"Cliente 8","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",39,11
2021-03-04,"Produto 4",1,9,36,"Cliente 5","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",36,27
2021-03-05,"Produto 8",5,25,14,"Cliente 5","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",70,-55
2021-03-06,"Produto 6",2,23,11,"Cliente 8","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",22,-24
2021-03-07,"Produto 1",4,15,29,"Cliente 4","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",116,56
2021-03-08,"Produto 1",3,22,7,"Cliente 7","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Delivery",21,-45
2021-03-09,"Produto 10",2,25,11,"Cliente 2","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",22,-28
2021-03-10,"Produto 3",2,14,14,"Cliente 7","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",28,0
2021-03-11,"Produto 10",5,5,32,"Cliente 7","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",160,135
